file,energy/Ha,E(LUMO)/eV,E(HOMO)/eV,gap/eV,dipole moment magnitude (a.u.)
qm7_6459.xyz,-662.979305531250,0.2225,-5.8477,6.0702,0.59603
qm7_646.xyz,-305.863455408530,-0.9672,-7.4835,6.5163,1.10451
qm7_6460.xyz,-662.961700436477,0.508,-5.4852,5.9932,1.92772
qm7_6461.xyz,-666.777956367888,0.3083,-5.9465,6.2548,0.83705
qm7_6462.xyz,-303.036535865603,-1.2529,-5.6352,4.3823,1.25420
qm7_6463.xyz,-682.831174627577,0.2466,-6.1284,6.375,1.87562
qm7_6464.xyz,-646.947929816014,-0.5761,-6.947,6.3709,1.04802
qm7_6465.xyz,-662.969393677422,-0.2268,-6.0606,5.8338,1.21834
qm7_6466.xyz,-682.805175053365,-0.7106,-6.2827,5.5721,1.27807
qm7_6467.xyz,-704.966906222244,1.015,-8.0312,9.0462,1.98862
qm7_6468.xyz,-720.977564243257,1.0559,-7.6733,8.7292,1.91902
qm7_6469.xyz,-740.814596295987,0.6778,-8.4385,9.1163,2.04519
qm7_647.xyz,-307.076004554347,1.6371,-7.2204,8.8575,0.30633
qm7_6470.xyz,-662.968121353068,-0.0444,-5.7819,5.7375,0.97225
qm7_6471.xyz,-682.797040527333,-0.1941,-6.2942,6.1001,0.38362
qm7_6472.xyz,-304.255459925518,-0.6426,-6.3095,5.6669,1.18498
qm7_6473.xyz,-662.976642448395,-0.2508,-5.654,5.4032,0.45548
qm7_6474.xyz,-682.805992624641,-0.4841,-6.2815,5.7974,0.80338
qm7_6475.xyz,-720.969729465481,1.1211,-7.5623,8.6834,1.47918
qm7_6476.xyz,-646.956045365804,-0.534,-6.651,6.117,0.71596
qm7_6477.xyz,-662.966095593233,-0.1343,-5.8231,5.6888,1.07888
qm7_6478.xyz,-682.794212692011,-0.2751,-6.2349,5.9598,0.98645
qm7_6479.xyz,-662.950662036209,-0.7351,-7.191,6.4559,1.20219
qm7_648.xyz,-231.685530458811,-1.5357,-6.4865,4.9508,0.24752
qm7_6480.xyz,-662.936845635474,-1.1802,-7.1282,5.948,1.69405
qm7_6481.xyz,-303.024996474981,-2.5557,-7.4579,4.9022,1.74004
qm7_6482.xyz,-275.861961254718,1.8033,-8.6273,10.4306,0.02729
qm7_6483.xyz,-662.961703501939,-0.3131,-5.9695,5.6564,1.44098
qm7_6484.xyz,-682.792612792440,-0.5017,-6.5232,6.0215,1.29352
qm7_6485.xyz,-662.975251815794,-0.8628,-7.4795,6.6167,0.75498
qm7_6486.xyz,-662.960682814782,-1.2322,-7.2897,6.0575,0.90266
qm7_6487.xyz,-740.794865097395,0.615,-8.3468,8.9618,1.17064
qm7_6488.xyz,-304.265255157894,-0.1658,-6.2492,6.0834,1.26938
qm7_6489.xyz,-646.949400073808,0.1648,-5.4821,5.6469,0.75936
qm7_649.xyz,-307.081485274956,1.5987,-6.7098,8.3085,0.98225
qm7_6490.xyz,-666.781423939511,-0.104,-5.9381,5.8341,0.62048
qm7_6491.xyz,-662.972947121520,-0.3388,-5.7149,5.3761,0.70966
qm7_6492.xyz,-682.808785425509,-0.5998,-6.2138,5.614,0.18713
qm7_6493.xyz,-662.957702482826,-0.4347,-5.9424,5.5077,1.51473
qm7_6494.xyz,-682.789349088308,-0.6432,-6.514,5.8708,0.93327
qm7_6495.xyz,-629.705360020970,-1.1325,-6.2641,5.1316,0.25014
qm7_6496.xyz,-628.450317177241,-1.1282,-6.5542,5.426,0.33074
qm7_6497.xyz,-630.933427149329,-0.1716,-6.5074,6.3358,0.24885
qm7_6498.xyz,-306.648357820697,1.6712,-5.813,7.4842,0.77133
qm7_6499.xyz,-645.712480403018,-1.651,-7.0453,5.3943,1.04947
qm7_65.xyz,-230.795207825688,-1.5605,-7.2243,5.6638,1.22191
qm7_650.xyz,-305.872447711780,-0.8582,-7.4662,6.608,0.35322
qm7_6500.xyz,-644.457268091609,-1.6845,-7.3572,5.6727,0.87540
qm7_6501.xyz,-646.942219165240,-0.6994,-7.4053,6.7059,1.19381
qm7_6502.xyz,-629.703441858178,-0.699,-6.4024,5.7034,0.09499
qm7_6503.xyz,-628.449414622102,-0.8353,-6.6902,5.8549,0.17501
qm7_6504.xyz,-630.932317480229,-0.1499,-6.6548,6.5049,0.33303
qm7_6505.xyz,-645.713078843449,-1.1538,-6.8802,5.7264,0.92700
qm7_6506.xyz,-644.454508657364,-1.349,-7.202,5.853,0.99420
qm7_6507.xyz,-646.943541465222,-0.6894,-7.2413,6.5519,0.90537
qm7_6508.xyz,-645.721540395103,-1.4642,-6.7057,5.2415,0.59394
qm7_6509.xyz,-304.258695384312,0.2656,-5.7857,6.0513,1.16187
qm7_651.xyz,-268.813361813169,-0.587,-5.97,5.383,0.87736
qm7_6510.xyz,-644.465788420813,-1.5008,-6.9942,5.4934,0.50552
qm7_6511.xyz,-646.950457446316,-0.6027,-6.9927,6.39,0.80720
qm7_6512.xyz,-661.699970366832,-2.1621,-7.4366,5.2745,1.60248
qm7_6513.xyz,-660.443550249561,-2.2585,-7.5519,5.2934,1.42302
qm7_6514.xyz,-662.930468559773,-1.3957,-7.2744,5.8787,1.72027
qm7_6515.xyz,-645.710664524041,-1.1156,-6.8029,5.6873,0.92974
qm7_6516.xyz,-644.456662025052,-1.3286,-7.1258,5.7972,0.78778
qm7_6517.xyz,-646.940390477443,-0.7235,-7.2125,6.489,1.10633
qm7_6518.xyz,-661.722891747136,-1.8195,-7.1608,5.3413,0.65594
qm7_6519.xyz,-660.464106135850,-1.9276,-7.5526,5.625,0.57595
qm7_652.xyz,-271.239994597086,1.3879,-7.2589,8.6468,0.56366
qm7_6520.xyz,-306.655445525670,1.5065,-6.1725,7.679,0.83668
qm7_6521.xyz,-662.954347051232,-1.2748,-7.5476,6.2728,0.78702
qm7_6522.xyz,-645.722778997239,-0.9331,-6.5745,5.6414,0.52054
qm7_6523.xyz,-644.463466927957,-1.1806,-6.9461,5.7655,0.69488
qm7_6524.xyz,-646.952216937850,-0.6009,-6.9807,6.3798,0.45517
qm7_6525.xyz,-661.701057628732,-1.6024,-7.0523,5.4499,1.30491
qm7_6526.xyz,-660.441466350298,-1.886,-7.4623,5.5763,1.37990
qm7_6527.xyz,-662.931491767230,-1.4175,-7.3479,5.9304,1.38492
qm7_6528.xyz,-645.723402017685,-1.5261,-6.6877,5.1616,0.52203
qm7_6529.xyz,-644.463843522085,-1.5581,-6.9949,5.4368,0.65043
qm7_653.xyz,-270.028812366845,0.3904,-6.6497,7.0401,0.59384
qm7_6530.xyz,-646.953406025935,-0.5503,-6.9571,6.4068,0.44204
qm7_6531.xyz,-305.486822699478,1.3071,-6.1809,7.488,1.15281
qm7_6532.xyz,-661.734111104388,-2.049,-7.4623,5.4133,0.90361
qm7_6533.xyz,-660.474295327331,-2.1237,-7.7924,5.6687,0.75690
qm7_6534.xyz,-662.965801494369,-1.0771,-7.8469,6.7698,0.92058
qm7_6535.xyz,-661.734710720872,-1.434,-7.1811,5.7471,0.52871
qm7_6536.xyz,-660.470965498062,-1.7215,-7.5894,5.8679,0.59575
qm7_6537.xyz,-662.965330530627,-1.1404,-7.7798,6.6394,0.44385
qm7_6538.xyz,-661.712321870675,-1.8818,-7.4305,5.5487,1.30489
qm7_6539.xyz,-660.451288928678,-1.9511,-7.7102,5.7591,1.31536
qm7_654.xyz,-307.101087594373,1.9308,-7.293,9.2238,0.45190
qm7_6540.xyz,-662.943445939735,-1.0094,-7.4379,6.4285,1.30749
qm7_6541.xyz,-664.174718107315,-0.5128,-5.8121,5.2993,1.84813
qm7_6542.xyz,-287.058279643627,-0.5711,-7.1678,6.5967,1.06520
qm7_6543.xyz,-664.170694429223,-0.4693,-5.8223,5.353,1.86601
qm7_6544.xyz,-665.400681892780,0.5481,-5.5593,6.1074,2.18272
qm7_6545.xyz,-665.398014864071,0.4786,-5.5683,6.0469,2.16706
qm7_6546.xyz,-704.956873149395,-0.8143,-7.9508,7.1365,1.91407
qm7_6547.xyz,-704.958271073650,-0.8017,-8.0437,7.242,1.78700
qm7_6548.xyz,-706.194577154329,1.1959,-7.8944,9.0903,1.81058
qm7_6549.xyz,-703.694119749612,-0.3717,-8.0071,7.6354,2.07523
qm7_655.xyz,-305.872112652342,1.0002,-5.6829,6.6831,0.12574
qm7_6550.xyz,-706.190327085138,1.2642,-8.0281,9.2923,1.72341
qm7_6551.xyz,-720.974974446635,-0.658,-7.7677,7.1097,1.46775
qm7_6552.xyz,-720.974299540943,-0.4693,-7.8836,7.4143,1.26806
qm7_6553.xyz,-288.254588663756,1.2405,-5.7938,7.0343,0.78292
qm7_6554.xyz,-722.215230053992,1.2523,-8.2176,9.4699,1.36682
qm7_6555.xyz,-719.711068012460,-0.1491,-7.9961,7.847,1.57299
qm7_6556.xyz,-722.209172199555,1.4322,-8.3062,9.7384,1.26849
qm7_6557.xyz,-740.811616768951,-1.0031,-8.2918,7.2887,1.96222
qm7_6558.xyz,-740.813657947490,-0.9775,-8.4075,7.43,1.66057
qm7_6559.xyz,-742.051189469239,0.9394,-8.7136,9.653,1.50775
qm7_656.xyz,-307.073991839874,1.4859,-7.3695,8.8554,0.21311
qm7_6560.xyz,-739.547276138368,-0.6202,-8.3657,7.7455,2.00657
qm7_6561.xyz,-742.045360299919,1.1643,-8.7345,9.8988,1.47217
qm7_6562.xyz,-665.390111801716,0.4344,-5.5648,5.9992,2.00340
qm7_6563.xyz,-665.391892610326,0.5657,-5.5762,6.1419,2.08315
qm7_6564.xyz,-290.669677860240,1.514,-6.0109,7.5249,0.42559
qm7_6565.xyz,-722.200829565333,1.3565,-7.7502,9.1067,1.54254
qm7_6566.xyz,-740.825867082256,-1.6156,-7.5471,5.9315,0.75125
qm7_6567.xyz,-742.031670010093,0.7996,-7.5801,8.3797,2.05101
qm7_6568.xyz,-742.034581451931,1.6479,-8.2168,9.8647,1.21946
qm7_6569.xyz,-703.711584497148,-1.571,-8.1374,6.5664,1.73290
qm7_657.xyz,-271.228654737333,1.715,-6.7883,8.5033,0.59142
qm7_6570.xyz,-702.439863225395,-1.6817,-8.4985,6.8168,1.77103
qm7_6571.xyz,-704.952550670709,-1.0932,-8.067,6.9738,1.71894
qm7_6572.xyz,-703.681898422705,-0.7204,-8.4336,7.7132,1.73012
qm7_6573.xyz,-706.193913829067,1.1212,-7.9619,9.0831,1.69398
qm7_6574.xyz,-718.500650706655,-2.3225,-9.4354,7.1129,1.86063
qm7_6575.xyz,-289.442055180649,0.4865,-6.0989,6.5854,0.34592
qm7_6576.xyz,-719.742656206315,-1.1095,-9.4589,8.3494,1.80584
qm7_6577.xyz,-739.567299366520,-2.0617,-7.8557,5.794,0.99680
qm7_6578.xyz,-740.809573025365,-2.1141,-7.8226,5.7085,0.92696
qm7_6579.xyz,-742.034847185766,1.2509,-7.8358,9.0867,1.16164
qm7_658.xyz,-271.229674834759,1.7769,-6.9546,8.7315,0.70402
qm7_6580.xyz,-722.201510516572,1.4196,-7.7784,9.198,1.44261
qm7_6581.xyz,-742.032062229933,1.3038,-8.2309,9.5347,1.12905
qm7_6582.xyz,-289.445142408180,0.7845,-6.1643,6.9488,0.45398
qm7_6583.xyz,-270.970480874023,-0.1888,-6.4324,6.2436,0.00794
qm7_6584.xyz,-682.789941229113,-0.6624,-6.2214,5.559,2.22205
qm7_6585.xyz,-664.191831686658,0.3716,-5.7021,6.0737,2.03632
qm7_6586.xyz,-720.970394162722,1.2656,-7.3357,8.6013,1.78659
qm7_6587.xyz,-662.949472759666,0.3957,-5.5323,5.928,1.78107
qm7_6588.xyz,-682.818823442225,0.1302,-6.1763,6.3065,1.66346
qm7_6589.xyz,-720.950562507047,0.7339,-7.0738,7.8077,1.84709
qm7_659.xyz,-232.931613391386,-1.0137,-6.5889,5.5752,0.00916
qm7_6590.xyz,-662.927855343926,-0.5167,-5.6211,5.1044,1.18879
qm7_6591.xyz,-289.447658568762,0.6716,-6.4853,7.1569,0.57760
qm7_6592.xyz,-682.793464407418,-0.8696,-6.315,5.4454,1.40713
qm7_6593.xyz,-646.936242269396,0.4425,-5.3186,5.7611,0.78600
qm7_6594.xyz,-662.926967237519,-0.3875,-5.7465,5.359,1.29607
qm7_6595.xyz,-646.935982105598,0.0319,-5.4095,5.4414,0.77902
qm7_6596.xyz,-662.955149607212,-0.3754,-5.8484,5.473,1.08480
qm7_6597.xyz,-662.952605860122,-0.0139,-5.6886,5.6747,1.36671
qm7_6598.xyz,-662.943780466044,-0.5222,-5.827,5.3048,1.50399
qm7_6599.xyz,-662.959265918874,-0.4061,-5.5871,5.181,0.58181
qm7_66.xyz,-229.532183913251,-1.7582,-7.6797,5.9215,1.15753
qm7_660.xyz,-235.431120660048,1.732,-8.34,10.072,0.00001
qm7_6600.xyz,-662.965572349951,0.2747,-5.7401,6.0148,0.85525
qm7_6601.xyz,-662.946092460712,0.2858,-5.5242,5.81,1.58143
qm7_6602.xyz,-288.219427863218,-0.4993,-6.0225,5.5232,0.51773
qm7_6603.xyz,-664.162352656042,-0.691,-5.9532,5.2622,1.49507
qm7_6604.xyz,-722.192176278198,1.209,-7.3827,8.5917,1.85763
qm7_6605.xyz,-722.189844638121,1.3779,-7.0552,8.4331,1.73807
qm7_6606.xyz,-664.134533741661,-0.5211,-6.0018,5.4807,1.37864
qm7_6607.xyz,-665.372530637739,0.1548,-5.4965,5.6513,1.86796
qm7_6608.xyz,-664.164246437715,-0.575,-5.8896,5.3146,1.61775
qm7_6609.xyz,-720.957654560981,-0.8314,-7.9001,7.0687,1.62172
qm7_661.xyz,-269.994946223514,0.4763,-7.1221,7.5984,0.75449
qm7_6610.xyz,-719.688887304289,-0.3568,-7.8819,7.5251,1.62924
qm7_6611.xyz,-666.759272405860,0.1621,-5.9542,6.1163,0.44654
qm7_6612.xyz,-682.770198820251,-0.3285,-6.8371,6.5086,1.14489
qm7_6613.xyz,-290.635960727525,1.7881,-6.5386,8.3267,0.54791
qm7_6614.xyz,-666.760761567010,-0.2091,-6.0893,5.8802,0.72178
qm7_6615.xyz,-682.775697785776,-0.7111,-6.7522,6.0411,1.49588
qm7_6616.xyz,-682.774215343175,-0.3302,-6.3847,6.0545,1.24920
qm7_6617.xyz,-682.767533872989,-0.7826,-6.6114,5.8288,0.95283
qm7_6618.xyz,-682.785805297590,-0.6874,-6.3275,5.6401,0.15342
qm7_6619.xyz,-682.784482238886,-0.1779,-6.5571,6.3792,1.05688
qm7_662.xyz,-268.736636157898,0.5322,-7.3577,7.8899,0.78939
qm7_6620.xyz,-742.015584083182,1.4105,-7.4652,8.8757,1.36871
qm7_6621.xyz,-740.789385598924,-1.235,-8.3057,7.0707,1.12901
qm7_6622.xyz,-739.515496699669,-0.9319,-8.6137,7.6818,1.09628
qm7_6623.xyz,-704.957053049294,1.3178,-8.0689,9.3867,1.75837
qm7_6624.xyz,-289.442140333872,0.5149,-6.5006,7.0155,0.51662
qm7_6625.xyz,-720.948449540986,0.9254,-7.5572,8.4826,2.29874
qm7_6626.xyz,-740.777335809400,0.9987,-8.0555,9.0542,2.22663
qm7_6627.xyz,-704.956258060222,-0.4869,-7.7272,7.2403,1.76351
qm7_6628.xyz,-703.694567262584,0.034,-7.8981,7.9321,1.68844
qm7_6629.xyz,-720.982198281653,0.0723,-6.7637,6.836,2.50200
qm7_663.xyz,-271.231339628485,1.6857,-7.5144,9.2001,0.76644
qm7_6630.xyz,-719.761016251074,-0.5088,-8.7881,8.2793,2.70056
qm7_6631.xyz,-740.817834275094,-1.6816,-8.0266,6.345,0.96046
qm7_6632.xyz,-742.027681139677,1.1987,-8.0308,9.2295,1.16770
qm7_6633.xyz,-720.956571340500,1.7147,-7.8932,9.6079,1.41332
qm7_6634.xyz,-720.973042976992,0.4552,-6.7871,7.2423,1.50170
qm7_6635.xyz,-290.658319329074,1.7605,-5.767,7.5275,0.18201
qm7_6636.xyz,-740.799250625618,0.3249,-7.3642,7.6891,1.19976
qm7_6637.xyz,-662.955879153311,0.5638,-4.9848,5.5486,0.32385
qm7_6638.xyz,-682.785175630789,0.3207,-5.384,5.7047,0.59047
qm7_6639.xyz,-682.791356061149,0.457,-5.3393,5.7963,1.27934
qm7_664.xyz,-271.224825960076,1.6709,-6.9771,8.648,0.81369
qm7_6640.xyz,-662.961394551185,0.0947,-5.4406,5.5353,0.50173
qm7_6641.xyz,-682.787408232181,0.101,-5.4822,5.5832,1.00606
qm7_6642.xyz,-303.073324854858,-1.021,-7.1896,6.1686,0.98446
qm7_6643.xyz,-662.964429716251,0.3963,-5.473,5.8693,0.83239
qm7_6644.xyz,-682.796113145552,-0.1665,-6.0079,5.8414,1.24267
qm7_6645.xyz,-662.960587027265,0.6719,-5.0524,5.7243,0.61472
qm7_6646.xyz,-682.790223006549,0.5347,-5.3654,5.9001,1.15244
qm7_6647.xyz,-682.789032042260,0.1417,-5.4025,5.5442,0.62362
qm7_6648.xyz,-304.264903361290,0.8154,-6.6843,7.4997,0.79910
qm7_6649.xyz,-644.518284097666,-1.7205,-7.4555,5.735,1.81782
qm7_665.xyz,-269.990639279264,0.1445,-7.1137,7.2582,0.67615
qm7_6650.xyz,-646.938437823295,-0.1182,-6.3693,6.2511,0.54024
qm7_6651.xyz,-660.522582325509,-2.3229,-8.3747,6.0518,1.04348
qm7_6652.xyz,-662.947405613389,-0.6494,-7.082,6.4326,1.41620
qm7_6653.xyz,-644.518870303608,-1.401,-7.5761,6.1751,1.62143
qm7_6654.xyz,-646.937080683742,-0.2651,-6.4708,6.2057,0.71135
qm7_6655.xyz,-660.521576851240,-1.9616,-8.1786,6.217,2.06166
qm7_6656.xyz,-662.945046082952,-0.6968,-6.7982,6.1014,1.20736
qm7_6657.xyz,-660.532089387527,-2.1253,-7.9568,5.8315,1.27708
qm7_6658.xyz,-662.952834948862,-0.6964,-6.8188,6.1224,1.17293
qm7_6659.xyz,-304.255909451693,0.0358,-5.9602,5.996,0.81868
qm7_666.xyz,-268.737422096154,0.8845,-7.3229,8.2074,0.53156
qm7_6660.xyz,-660.524325408218,-1.92,-8.1355,6.2155,1.09612
qm7_6661.xyz,-662.946925833657,-0.6332,-6.9015,6.2683,1.36346
qm7_6662.xyz,-660.531374924015,-1.7742,-7.9183,6.1441,1.97539
qm7_6663.xyz,-662.956525079990,-0.6634,-6.5625,5.8991,0.41658
qm7_6664.xyz,-660.529095571119,-2.2048,-7.8905,5.6857,1.95639
qm7_6665.xyz,-662.960488941734,-0.4114,-6.7212,6.3098,0.60545
qm7_6666.xyz,-664.164762605249,0.4509,-5.5609,6.0118,2.10227
qm7_6667.xyz,-664.165868130493,0.4897,-5.5887,6.0784,2.17735
qm7_6668.xyz,-664.160829416770,-0.2515,-5.6094,5.3579,2.11123
qm7_6669.xyz,-662.904072448244,0.2528,-5.7247,5.9775,2.01730
qm7_667.xyz,-271.232623182540,2.1148,-7.5166,9.6314,0.71779
qm7_6670.xyz,-304.255394026383,0.2711,-5.4944,5.7655,1.33595
qm7_6671.xyz,-720.974680466064,1.3972,-8.1583,9.5555,1.32297
qm7_6672.xyz,-720.972116093926,-0.2451,-7.7743,7.5292,1.24870
qm7_6673.xyz,-719.713989661816,0.1927,-8.0306,8.2233,1.28879
qm7_6674.xyz,-740.809287594906,0.7605,-7.5116,8.2721,1.65535
qm7_6675.xyz,-740.806075403304,0.6246,-8.0176,8.6422,1.95991
qm7_6676.xyz,-665.572912881884,-1.9036,-7.3814,5.4778,1.45101
qm7_6677.xyz,-305.474271248815,1.0179,-6.2401,7.258,1.18878
qm7_6678.xyz,-270.990424332309,-0.5568,-5.9634,5.4066,0.26681
qm7_6679.xyz,-273.457042937663,1.4983,-8.1054,9.6037,0.02178
qm7_668.xyz,-271.236357731896,1.6428,-7.2505,8.8933,0.55855
qm7_6680.xyz,-666.769068587232,-0.1514,-6.4445,6.2931,0.60153
qm7_6681.xyz,-681.575637228733,-2.4752,-7.9584,5.4832,1.25574
qm7_6682.xyz,-682.778023541976,-0.685,-7.3736,6.6886,1.45649
qm7_6683.xyz,-665.571769573759,-1.5528,-7.4299,5.8771,1.11170
qm7_6684.xyz,-666.769461852737,-0.1748,-6.6545,6.4797,0.75908
qm7_6685.xyz,-681.578156836554,-2.009,-7.6659,5.6569,1.17534
qm7_6686.xyz,-682.781448716853,-0.6999,-7.1608,6.4609,0.67562
qm7_6687.xyz,-681.586625939670,-2.2503,-7.7136,5.4633,0.63183
qm7_6688.xyz,-682.783769592263,-0.7265,-7.0542,6.3277,1.17853
qm7_6689.xyz,-681.577051519594,-1.9567,-7.6955,5.7388,1.27673
qm7_669.xyz,-271.224160044048,1.8115,-7.6047,9.4162,0.78273
qm7_6690.xyz,-306.639407740844,1.6694,-6.6409,8.3103,0.77046
qm7_6691.xyz,-682.778484525189,-0.6107,-7.0894,6.4787,1.43079
qm7_6692.xyz,-681.582452708088,-1.7734,-7.4865,5.7131,1.73247
qm7_6693.xyz,-682.790491614131,-0.5146,-6.8801,6.3655,0.42396
qm7_6694.xyz,-681.587500595264,-2.3439,-7.7287,5.3848,1.23009
qm7_6695.xyz,-682.790235986510,-0.4735,-6.8595,6.386,0.54618
qm7_6696.xyz,-738.294131478408,-2.3514,-8.2765,5.9251,0.96372
qm7_6697.xyz,-740.792580163351,-1.2247,-7.9202,6.6955,1.18076
qm7_6698.xyz,-739.505987661007,-0.9064,-8.4764,7.57,2.29514
qm7_6699.xyz,-702.513871226632,-2.4912,-7.6927,5.2015,1.86983
qm7_67.xyz,-231.991288477379,0.3114,-7.5191,7.8305,0.61534
qm7_670.xyz,-269.989260336722,0.309,-7.4184,7.7274,0.66356
qm7_6700.xyz,-304.252613872100,0.218,-5.7926,6.0106,1.18005
qm7_6701.xyz,-703.757288661587,-0.5055,-8.0764,7.5709,1.82442
qm7_6702.xyz,-703.754406886579,-0.8732,-7.9188,7.0456,2.08302
qm7_6703.xyz,-704.989180662272,1.1154,-7.853,8.9684,2.00203
qm7_6704.xyz,-718.533293934494,-2.9989,-8.6059,5.607,2.23395
qm7_6705.xyz,-719.768825182063,-0.0486,-6.8893,6.8407,1.57385
qm7_6706.xyz,-720.995153265870,0.9429,-7.9571,8.9,2.17970
qm7_6707.xyz,-739.599502773891,-0.1507,-7.5065,7.3558,1.82010
qm7_6708.xyz,-740.829577832076,1.1656,-8.3013,9.4669,2.19307
qm7_6709.xyz,-718.519950644364,-2.9825,-8.1326,5.1501,1.11890
qm7_671.xyz,-231.680670707072,-1.2267,-6.7513,5.5246,0.09865
qm7_6710.xyz,-720.983856950679,1.0236,-7.2941,8.3177,2.02421
qm7_6711.xyz,-306.673363940829,1.5469,-5.8658,7.4127,0.61097
qm7_6712.xyz,-740.811965037761,0.9864,-7.842,8.8284,1.52423
qm7_6713.xyz,-719.760007124087,-0.9425,-7.7962,6.8537,2.20431
qm7_6714.xyz,-739.593372682884,-1.2308,-8.1838,6.953,2.27678
qm7_6715.xyz,-701.166064853406,-1.7165,-8.7541,7.0376,1.74722
qm7_6716.xyz,-717.224172292886,-2.3603,-9.5196,7.1593,1.69149
qm7_6717.xyz,-740.811127300274,1.1764,-8.7178,9.8942,1.40847
qm7_6718.xyz,-740.808324736614,-0.4996,-8.0448,7.5452,1.38951
qm7_6719.xyz,-739.549429886708,-0.0552,-8.322,8.2668,1.32225
qm7_672.xyz,-268.737416582732,1.0797,-7.6973,8.777,0.51034
qm7_6720.xyz,-662.959996781874,0.3199,-5.7393,6.0592,2.05423
qm7_6721.xyz,-662.935262435448,-0.4546,-5.8798,5.4252,2.22074
qm7_6722.xyz,-305.477548944191,1.1,-6.1086,7.2086,1.31960
qm7_6723.xyz,-662.977405184859,-0.5227,-5.8807,5.358,1.75925
qm7_6724.xyz,-664.201065275190,0.4941,-5.5079,6.002,2.27394
qm7_6725.xyz,-304.275138070029,1.4844,-4.9077,6.3921,0.69016
qm7_6726.xyz,-288.265428011949,1.272,-5.5292,6.8012,0.76534
qm7_6727.xyz,-304.277634289021,1.5321,-5.6242,7.1563,0.48468
qm7_6728.xyz,-304.263269901778,0.7969,-6.6327,7.4296,1.09621
qm7_6729.xyz,-304.212778039424,0.5896,-7.4244,8.014,1.84348
qm7_673.xyz,-269.995940275291,0.251,-6.9797,7.2307,0.81752
qm7_6730.xyz,-306.635854364255,2.0066,-6.4145,8.4211,0.26934
qm7_6731.xyz,-272.199778002491,0.7351,-6.7413,7.4764,0.04444
qm7_6732.xyz,-305.438518254723,0.5581,-5.6044,6.1625,0.81871
qm7_6733.xyz,-303.033146070240,-1.1906,-6.4769,5.2863,1.81616
qm7_6734.xyz,-304.235416439850,1.1859,-5.6484,6.8343,0.91939
qm7_6735.xyz,-302.984073828946,-1.9781,-6.7989,4.8208,1.71998
qm7_6736.xyz,-304.223802410166,-0.6677,-5.8522,5.1845,0.87137
qm7_6737.xyz,-304.225165348567,-0.6402,-5.5561,4.9159,0.93461
qm7_6738.xyz,-304.263461745162,-0.2667,-6.2021,5.9354,1.57093
qm7_6739.xyz,-303.024891816994,-2.5034,-7.5368,5.0334,1.78943
qm7_674.xyz,-269.996321248956,0.3498,-7.0677,7.4175,0.81954
qm7_6740.xyz,-304.222959688654,-0.6164,-5.6346,5.0182,0.68358
qm7_6741.xyz,-304.215033694408,-1.2709,-7.3637,6.0928,1.87102
qm7_6742.xyz,-272.218296635812,0.5444,-6.7954,7.3398,0.12987
qm7_6743.xyz,-305.442948709948,0.5028,-6.0429,6.5457,0.85103
qm7_6744.xyz,-304.205812234683,-1.3001,-6.6072,5.3071,1.84519
qm7_6745.xyz,-305.446178832008,0.748,-5.9657,6.7137,0.82529
qm7_6746.xyz,-289.393401658209,1.9098,-6.6548,8.5646,0.42815
qm7_6747.xyz,-289.398869874550,1.6267,-6.6306,8.2573,0.63143
qm7_6748.xyz,-305.401367452134,1.3196,-6.7408,8.0604,1.00999
qm7_6749.xyz,-289.391802265485,0.4563,-6.6434,7.0997,0.40439
qm7_675.xyz,-271.226467302801,1.8622,-7.5965,9.4587,0.71804
qm7_6750.xyz,-288.136253461399,1.0405,-6.8042,7.8447,0.56322
qm7_6751.xyz,-306.632502187323,1.913,-6.5115,8.4245,0.14917
qm7_6752.xyz,-305.434724213275,0.8438,-6.6897,7.5335,1.22343
qm7_6753.xyz,-272.209235404574,0.5876,-6.466,7.0536,0.16184
qm7_6754.xyz,-304.207811630406,0.6315,-7.332,7.9635,1.77853
qm7_6755.xyz,-289.407196778168,1.8125,-6.4204,8.2329,0.64713
qm7_6756.xyz,-288.175370996508,0.5729,-6.6155,7.1884,0.45551
qm7_6757.xyz,-290.640922149443,1.5576,-6.5571,8.1147,0.63992
qm7_6758.xyz,-289.398415103838,0.0843,-5.9447,6.029,0.41101
qm7_6759.xyz,-288.145013958668,1.2631,-6.2907,7.5538,0.28821
qm7_676.xyz,-268.744398822453,0.7749,-7.1921,7.967,0.83231
qm7_6760.xyz,-290.640271669495,1.5734,-6.1582,7.7316,0.46376
qm7_6761.xyz,-289.405222372995,0.5128,-6.2665,6.7793,0.62859
qm7_6762.xyz,-288.154220605495,1.2615,-6.5042,7.7657,0.80375
qm7_6763.xyz,-290.639630414784,1.5163,-6.039,7.5553,0.52077
qm7_6764.xyz,-272.206019798055,0.6487,-6.7933,7.442,0.07855
qm7_6765.xyz,-289.400510921357,0.1555,-5.9436,6.0991,0.48052
qm7_6766.xyz,-288.149100810714,0.9551,-6.5338,7.4889,0.34074
qm7_6767.xyz,-306.639426833922,1.5675,-6.1225,7.69,0.89369
qm7_6768.xyz,-306.646394196680,1.6533,-6.4381,8.0914,0.34454
qm7_6769.xyz,-304.217430794870,0.9146,-6.7747,7.6893,1.00489
qm7_677.xyz,-272.462050740315,1.6967,-7.519,9.2157,0.65279
qm7_6770.xyz,-306.645757258116,1.82,-6.2531,8.0731,0.46840
